date,Housing Inventory: Median Home Size in Square Feet,state,msa,city,title,id,frequency,seasonal_adjustment
2018-11-01,1597.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2018-12-01,1584.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-01-01,1589.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-02-01,1600.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-03-01,1661.142857,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-04-01,1695.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-05-01,1800.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-06-01,1800.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-07-01,1785.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-08-01,1746.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-09-01,1737.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-10-01,1749.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-11-01,1726.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2019-12-01,1682.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-01-01,1650.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-02-01,1673.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-03-01,1682.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-04-01,1790.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-05-01,1818.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-06-01,1731.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-07-01,1632.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-08-01,1660.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-09-01,1622.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-10-01,1659.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-11-01,1626.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2020-12-01,1569.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-01-01,1632.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-02-01,1624.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-03-01,1650.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-04-01,1546.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-05-01,1650.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-06-01,1691.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-07-01,1765.5,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-08-01,1769.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-09-01,1810.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-10-01,1724.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2021-11-01,1714.0,KS,"Topeka, KS",Topeka,"Housing Inventory: Median Home Size in Square Feet in Topeka, KS (CBSA)",MEDSQUFEE45820,Monthly,Not Seasonally Adjusted
2016-07-01,2195.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2016-08-01,2196.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2016-09-01,2159.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2016-10-01,2111.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2016-11-01,2099.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2016-12-01,2068.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-01-01,2090.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-02-01,2134.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-03-01,2138.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-04-01,2200.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-05-01,2201.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-06-01,2228.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-07-01,2189.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-08-01,2210.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-09-01,2187.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-10-01,2178.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-11-01,2157.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2017-12-01,2114.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-01-01,2093.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-02-01,2098.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-03-01,2182.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-04-01,2207.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-05-01,2199.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-06-01,2176.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-07-01,2177.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-08-01,2155.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-09-01,2136.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-10-01,2125.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-11-01,2148.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2018-12-01,2128.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-01-01,2117.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-02-01,2160.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-03-01,2218.714286,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-04-01,2250.214286,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-05-01,2296.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-06-01,2261.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-07-01,2275.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-08-01,2277.142857,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-09-01,2279.642857,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-10-01,2325.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-11-01,2295.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2019-12-01,2279.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-01-01,2231.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-02-01,2214.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-03-01,2264.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-04-01,2274.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-05-01,2296.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-06-01,2340.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-07-01,2423.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-08-01,2364.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-09-01,2356.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-10-01,2290.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-11-01,2232.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2020-12-01,2260.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-01-01,2212.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-02-01,2092.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-03-01,2266.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-04-01,2138.5,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-05-01,2171.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-06-01,2029.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-07-01,2022.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-08-01,2020.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-09-01,1986.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-10-01,1991.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
2021-11-01,1935.0,OK,"Tulsa, OK",Tulsa,"Housing Inventory: Median Home Size in Square Feet in Tulsa, OK (CBSA)",MEDSQUFEE46140,Monthly,Not Seasonally Adjusted
