date,All Employees: Health Care and Social Assistance,state,msa,city
1990-01-01,794.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1991-01-01,819.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1992-01-01,850.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1993-01-01,878.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1994-01-01,905.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1995-01-01,933.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1996-01-01,949.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1997-01-01,969.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1998-01-01,996.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1999-01-01,1025.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2000-01-01,1044.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2001-01-01,1061.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2002-01-01,1093.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2003-01-01,1121.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2004-01-01,1137.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2005-01-01,1157.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2006-01-01,1180.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2007-01-01,1203.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,1224.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,1248.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,1272.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,1291.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,1311.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,1336.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,1370.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,1411.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,1458.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,1510.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,1569.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,1639.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2020-01-01,1551.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
1990-01-01,386.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-02-01,389.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-03-01,391.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-04-01,392.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-05-01,391.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-06-01,393.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-07-01,392.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-08-01,391.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-09-01,393.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-10-01,396.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-11-01,397.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1990-12-01,399.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-01-01,389.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-02-01,392.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-03-01,393.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-04-01,398.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-05-01,399.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-06-01,399.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-07-01,396.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-08-01,397.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-09-01,396.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-10-01,404.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-11-01,406.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1991-12-01,407.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-01-01,395.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-02-01,399.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-03-01,402.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-04-01,402.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-05-01,402.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-06-01,402.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-07-01,404.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-08-01,405.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-09-01,405.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-10-01,404.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-11-01,403.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1992-12-01,405.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-01-01,403.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-02-01,404.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-03-01,404.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-04-01,399.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-05-01,399.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-06-01,400.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-07-01,403.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-08-01,403.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-09-01,406.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-10-01,405.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-11-01,406.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1993-12-01,410.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-01-01,405.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-02-01,408.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-03-01,411.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-04-01,408.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-05-01,409.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-06-01,409.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-07-01,407.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-08-01,409.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-09-01,412.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-10-01,411.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-11-01,413.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1994-12-01,414.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-01-01,408.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-02-01,409.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-03-01,411.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-04-01,413.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-05-01,416.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-06-01,414.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-07-01,411.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-08-01,412.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-09-01,415.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-10-01,415.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-11-01,418.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1995-12-01,420.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-01-01,422.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-02-01,426.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-03-01,431.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-04-01,432.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-05-01,432.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-06-01,431.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-07-01,428.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-08-01,429.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-09-01,432.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-10-01,429.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-11-01,432.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1996-12-01,433.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-01-01,431.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-02-01,434.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-03-01,437.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-04-01,440.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-05-01,441.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-06-01,443.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-07-01,438.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-08-01,441.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-09-01,441.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-10-01,440.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-11-01,439.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1997-12-01,439.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-01-01,442.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-02-01,447.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-03-01,450.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-04-01,452.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-05-01,458.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-06-01,459.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-07-01,452.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-08-01,455.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-09-01,458.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-10-01,457.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-11-01,458.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1998-12-01,457.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-01-01,461.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-02-01,464.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-03-01,465.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-04-01,462.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-05-01,462.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-06-01,463.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-07-01,461.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-08-01,461.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-09-01,465.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-10-01,466.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-11-01,466.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
1999-12-01,468.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-01-01,467.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-02-01,468.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-03-01,471.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-04-01,471.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-05-01,471.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-06-01,474.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-07-01,471.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-08-01,473.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-09-01,476.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-10-01,474.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-11-01,475.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2000-12-01,479.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-01-01,480.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-02-01,485.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-03-01,490.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-04-01,491.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-05-01,493.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-06-01,497.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-07-01,498.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-08-01,501.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-09-01,503.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-10-01,506.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-11-01,508.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2001-12-01,512.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-01-01,510.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-02-01,512.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-03-01,516.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-04-01,520.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-05-01,522.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-06-01,524.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-07-01,522.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-08-01,525.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-09-01,528.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-10-01,530.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-11-01,532.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2002-12-01,536.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-01-01,529.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-02-01,533.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-03-01,538.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-04-01,545.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-05-01,549.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-06-01,552.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-07-01,551.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-08-01,553.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-09-01,557.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-10-01,559.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-11-01,561.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2003-12-01,566.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-01-01,563.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-02-01,565.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-03-01,568.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-04-01,569.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-05-01,570.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-06-01,571.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-07-01,569.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-08-01,570.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-09-01,572.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-10-01,573.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-11-01,574.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2004-12-01,578.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-01-01,574.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-02-01,576.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-03-01,580.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-04-01,584.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-05-01,586.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-06-01,589.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-07-01,586.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-08-01,589.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-09-01,593.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-10-01,597.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-11-01,598.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2005-12-01,601.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-01-01,596.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-02-01,599.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-03-01,601.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-04-01,601.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-05-01,602.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-06-01,604.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-07-01,600.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-08-01,602.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-09-01,607.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-10-01,608.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-11-01,610.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2006-12-01,613.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-01-01,609.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-02-01,612.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-03-01,616.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-04-01,615.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-05-01,618.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-06-01,621.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-07-01,621.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-08-01,622.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-09-01,626.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-10-01,629.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-11-01,630.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2007-12-01,634.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,631.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-02-01,634.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-03-01,637.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-04-01,641.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-05-01,644.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-06-01,646.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-07-01,648.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-08-01,651.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-09-01,655.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-10-01,659.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-11-01,661.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-12-01,665.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,657.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-02-01,660.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-03-01,663.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-04-01,667.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-05-01,669.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-06-01,671.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-07-01,668.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-08-01,669.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-09-01,668.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-10-01,673.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-11-01,671.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-12-01,672.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,665.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-02-01,664.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-03-01,665.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-04-01,666.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-05-01,665.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-06-01,666.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-07-01,665.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-08-01,668.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-09-01,670.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-10-01,671.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-11-01,671.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-12-01,674.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,668.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-02-01,669.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-03-01,671.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-04-01,673.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-05-01,673.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
