date,Regional Price Parities,state,msa,city
2008-01-01,120.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,121.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,122.2,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,122.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,122.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,121.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,121.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,122.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,123.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,124.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,125.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,125.7,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,107.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,107.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,108.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,108.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,109.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,109.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,109.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,109.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,109.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,109.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,109.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,109.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,118.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,118.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,119.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,119.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,118.6,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,116.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,116.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,117.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,120.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,123.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,123.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,123.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,155.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2009-01-01,157.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2010-01-01,155.4,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2011-01-01,156.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2012-01-01,157.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2013-01-01,156.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2014-01-01,156.1,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2015-01-01,155.3,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2016-01-01,155.0,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2017-01-01,153.5,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2018-01-01,152.9,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2019-01-01,151.8,NY,"New York-Newark-Jersey City, NY-NJ-PA",New York
2008-01-01,116.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,116.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,118.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,118.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,118.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,117.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,117.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2015-01-01,116.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2016-01-01,116.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2017-01-01,117.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2018-01-01,118.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2019-01-01,118.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,103.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,103.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,103.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,103.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,103.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,104.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,104.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2015-01-01,104.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2016-01-01,105.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2017-01-01,105.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2018-01-01,105.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2019-01-01,105.7,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,108.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,108.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,108.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,108.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,107.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,107.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,107.1,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2015-01-01,106.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2016-01-01,104.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2017-01-01,106.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2018-01-01,106.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2019-01-01,106.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,172.2,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2009-01-01,174.4,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2010-01-01,171.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2011-01-01,170.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2012-01-01,168.9,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2013-01-01,166.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2014-01-01,165.3,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2015-01-01,164.8,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2016-01-01,165.0,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2017-01-01,165.6,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2018-01-01,167.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2019-01-01,169.5,CA,"Los Angeles-Long Beach-Anaheim, CA",Los Angeles
2008-01-01,106.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2009-01-01,107.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2010-01-01,106.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2011-01-01,106.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2012-01-01,106.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2013-01-01,104.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2014-01-01,103.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2015-01-01,103.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-01-01,103.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,102.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,102.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,102.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2008-01-01,104.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2009-01-01,104.6,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2010-01-01,104.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2011-01-01,104.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2012-01-01,103.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2013-01-01,101.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2014-01-01,100.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2015-01-01,99.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-01-01,99.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,100.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,100.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,100.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2008-01-01,102.6,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2009-01-01,103.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2010-01-01,103.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2011-01-01,104.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2012-01-01,104.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2013-01-01,101.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2014-01-01,101.8,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2015-01-01,102.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-01-01,101.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,100.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,100.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,100.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2008-01-01,118.2,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2009-01-01,119.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2010-01-01,117.9,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2011-01-01,118.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2012-01-01,117.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2013-01-01,116.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2014-01-01,116.1,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2015-01-01,115.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2016-01-01,114.5,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2017-01-01,113.7,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2018-01-01,113.3,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2019-01-01,112.4,IL,"Chicago-Naperville-Elgin, IL-IN-WI",Chicago
2008-01-01,101.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-01-01,101.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-01-01,100.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-01-01,100.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-01-01,100.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-01-01,99.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-01-01,99.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-01-01,99.5,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-01-01,99.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,100.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,100.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,101.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-01-01,99.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-01-01,98.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-01-01,98.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-01-01,97.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-01-01,97.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-01-01,97.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-01-01,99.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-01-01,99.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-01-01,99.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,99.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,98.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,98.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-01-01,104.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-01-01,105.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-01-01,105.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-01-01,104.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-01-01,103.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-01-01,102.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-01-01,100.1,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-01-01,99.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-01-01,98.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,98.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,98.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,98.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-01-01,101.3,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2009-01-01,101.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2010-01-01,98.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2011-01-01,99.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2012-01-01,99.7,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2013-01-01,100.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2014-01-01,100.6,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2015-01-01,101.4,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2016-01-01,103.0,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2017-01-01,105.8,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2018-01-01,108.2,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2019-01-01,109.9,TX,"Dallas-Fort Worth-Arlington, TX",Dallas
2008-01-01,100.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-01-01,100.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-01-01,100.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-01-01,100.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-01-01,100.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-01-01,100.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-01-01,100.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-01-01,101.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-01-01,101.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-01-01,101.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,101.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,101.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-01-01,98.9,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-01-01,99.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-01-01,98.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-01-01,98.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-01-01,96.5,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-01-01,96.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-01-01,96.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-01-01,95.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-01-01,95.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-01-01,95.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,95.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,95.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-01-01,102.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-01-01,103.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-01-01,104.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-01-01,104.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-01-01,105.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-01-01,106.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-01-01,107.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2015-01-01,108.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2016-01-01,107.4,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2017-01-01,106.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2018-01-01,106.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2019-01-01,106.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2008-01-01,99.3,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2009-01-01,100.2,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2010-01-01,98.6,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2011-01-01,99.0,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2012-01-01,98.7,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2013-01-01,99.1,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
2014-01-01,99.8,TX,"Houston-The Woodlands-Sugar Land, TX",Houston
