date,Regional Price Parities,state,msa,city
2010-01-01,95.8,FL,"Punta Gorda, FL",Punta Gorda
2011-01-01,95.6,FL,"Punta Gorda, FL",Punta Gorda
2012-01-01,95.4,FL,"Punta Gorda, FL",Punta Gorda
2013-01-01,95.0,FL,"Punta Gorda, FL",Punta Gorda
2014-01-01,94.7,FL,"Punta Gorda, FL",Punta Gorda
2015-01-01,94.7,FL,"Punta Gorda, FL",Punta Gorda
2016-01-01,94.8,FL,"Punta Gorda, FL",Punta Gorda
2017-01-01,95.5,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,96.2,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,96.1,FL,"Punta Gorda, FL",Punta Gorda
2008-01-01,98.6,FL,"Punta Gorda, FL",Punta Gorda
2009-01-01,98.6,FL,"Punta Gorda, FL",Punta Gorda
2010-01-01,97.8,FL,"Punta Gorda, FL",Punta Gorda
2011-01-01,97.6,FL,"Punta Gorda, FL",Punta Gorda
2012-01-01,97.6,FL,"Punta Gorda, FL",Punta Gorda
2013-01-01,97.5,FL,"Punta Gorda, FL",Punta Gorda
2014-01-01,98.0,FL,"Punta Gorda, FL",Punta Gorda
2015-01-01,98.2,FL,"Punta Gorda, FL",Punta Gorda
2016-01-01,97.5,FL,"Punta Gorda, FL",Punta Gorda
2017-01-01,96.6,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,96.6,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,96.5,FL,"Punta Gorda, FL",Punta Gorda
2008-01-01,95.2,FL,"Punta Gorda, FL",Punta Gorda
2009-01-01,94.8,FL,"Punta Gorda, FL",Punta Gorda
2010-01-01,94.3,FL,"Punta Gorda, FL",Punta Gorda
2011-01-01,94.4,FL,"Punta Gorda, FL",Punta Gorda
2012-01-01,94.4,FL,"Punta Gorda, FL",Punta Gorda
2013-01-01,94.0,FL,"Punta Gorda, FL",Punta Gorda
2014-01-01,93.4,FL,"Punta Gorda, FL",Punta Gorda
2015-01-01,93.5,FL,"Punta Gorda, FL",Punta Gorda
2016-01-01,94.6,FL,"Punta Gorda, FL",Punta Gorda
2017-01-01,95.1,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,95.2,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,95.1,FL,"Punta Gorda, FL",Punta Gorda
2008-01-01,110.6,FL,"Punta Gorda, FL",Punta Gorda
2009-01-01,101.0,FL,"Punta Gorda, FL",Punta Gorda
2010-01-01,94.7,FL,"Punta Gorda, FL",Punta Gorda
2011-01-01,94.0,FL,"Punta Gorda, FL",Punta Gorda
2012-01-01,93.4,FL,"Punta Gorda, FL",Punta Gorda
2013-01-01,92.1,FL,"Punta Gorda, FL",Punta Gorda
2014-01-01,91.2,FL,"Punta Gorda, FL",Punta Gorda
2015-01-01,91.1,FL,"Punta Gorda, FL",Punta Gorda
2016-01-01,91.4,FL,"Punta Gorda, FL",Punta Gorda
2017-01-01,94.4,FL,"Punta Gorda, FL",Punta Gorda
2018-01-01,97.1,FL,"Punta Gorda, FL",Punta Gorda
2019-01-01,96.6,FL,"Punta Gorda, FL",Punta Gorda
2008-01-01,91.6,CO,"Pueblo, CO",Pueblo
2009-01-01,92.6,CO,"Pueblo, CO",Pueblo
2010-01-01,93.1,CO,"Pueblo, CO",Pueblo
2011-01-01,93.9,CO,"Pueblo, CO",Pueblo
2012-01-01,93.2,CO,"Pueblo, CO",Pueblo
2013-01-01,93.6,CO,"Pueblo, CO",Pueblo
2014-01-01,91.8,CO,"Pueblo, CO",Pueblo
2015-01-01,91.2,CO,"Pueblo, CO",Pueblo
2016-01-01,90.2,CO,"Pueblo, CO",Pueblo
2017-01-01,89.7,CO,"Pueblo, CO",Pueblo
2018-01-01,89.5,CO,"Pueblo, CO",Pueblo
2019-01-01,89.5,CO,"Pueblo, CO",Pueblo
2008-01-01,95.8,CO,"Pueblo, CO",Pueblo
2009-01-01,96.6,CO,"Pueblo, CO",Pueblo
2010-01-01,97.1,CO,"Pueblo, CO",Pueblo
2011-01-01,97.6,CO,"Pueblo, CO",Pueblo
2012-01-01,96.9,CO,"Pueblo, CO",Pueblo
2013-01-01,96.4,CO,"Pueblo, CO",Pueblo
2014-01-01,95.5,CO,"Pueblo, CO",Pueblo
2015-01-01,95.2,CO,"Pueblo, CO",Pueblo
2016-01-01,93.6,CO,"Pueblo, CO",Pueblo
2017-01-01,93.0,CO,"Pueblo, CO",Pueblo
2018-01-01,92.9,CO,"Pueblo, CO",Pueblo
2019-01-01,93.0,CO,"Pueblo, CO",Pueblo
2008-01-01,97.6,CO,"Pueblo, CO",Pueblo
2009-01-01,99.3,CO,"Pueblo, CO",Pueblo
2010-01-01,100.2,CO,"Pueblo, CO",Pueblo
2011-01-01,100.8,CO,"Pueblo, CO",Pueblo
2012-01-01,101.3,CO,"Pueblo, CO",Pueblo
2013-01-01,102.7,CO,"Pueblo, CO",Pueblo
2014-01-01,102.0,CO,"Pueblo, CO",Pueblo
2015-01-01,101.5,CO,"Pueblo, CO",Pueblo
2016-01-01,100.0,CO,"Pueblo, CO",Pueblo
2017-01-01,98.7,CO,"Pueblo, CO",Pueblo
2018-01-01,99.0,CO,"Pueblo, CO",Pueblo
2019-01-01,99.2,CO,"Pueblo, CO",Pueblo
2008-01-01,74.9,CO,"Pueblo, CO",Pueblo
2009-01-01,75.6,CO,"Pueblo, CO",Pueblo
2010-01-01,75.2,CO,"Pueblo, CO",Pueblo
2011-01-01,76.7,CO,"Pueblo, CO",Pueblo
2012-01-01,74.0,CO,"Pueblo, CO",Pueblo
2013-01-01,74.7,CO,"Pueblo, CO",Pueblo
2014-01-01,71.8,CO,"Pueblo, CO",Pueblo
2015-01-01,71.3,CO,"Pueblo, CO",Pueblo
2016-01-01,72.1,CO,"Pueblo, CO",Pueblo
2017-01-01,72.9,CO,"Pueblo, CO",Pueblo
2018-01-01,73.0,CO,"Pueblo, CO",Pueblo
2019-01-01,73.1,CO,"Pueblo, CO",Pueblo
2008-01-01,85.2,WV,"Morgantown, WV",Morgantown
2009-01-01,86.3,WV,"Morgantown, WV",Morgantown
2010-01-01,88.1,WV,"Morgantown, WV",Morgantown
2011-01-01,88.8,WV,"Morgantown, WV",Morgantown
2012-01-01,88.5,WV,"Morgantown, WV",Morgantown
2013-01-01,88.4,WV,"Morgantown, WV",Morgantown
2014-01-01,88.5,WV,"Morgantown, WV",Morgantown
2015-01-01,91.1,WV,"Morgantown, WV",Morgantown
2016-01-01,92.1,WV,"Morgantown, WV",Morgantown
2017-01-01,91.5,WV,"Morgantown, WV",Morgantown
2018-01-01,90.2,WV,"Morgantown, WV",Morgantown
2019-01-01,89.8,WV,"Morgantown, WV",Morgantown
2008-01-01,94.0,WV,"Morgantown, WV",Morgantown
2009-01-01,94.1,WV,"Morgantown, WV",Morgantown
2010-01-01,93.2,WV,"Morgantown, WV",Morgantown
2011-01-01,92.4,WV,"Morgantown, WV",Morgantown
2012-01-01,91.9,WV,"Morgantown, WV",Morgantown
2013-01-01,91.4,WV,"Morgantown, WV",Morgantown
2014-01-01,91.2,WV,"Morgantown, WV",Morgantown
2015-01-01,91.5,WV,"Morgantown, WV",Morgantown
2016-01-01,92.1,WV,"Morgantown, WV",Morgantown
2017-01-01,92.5,WV,"Morgantown, WV",Morgantown
2018-01-01,92.5,WV,"Morgantown, WV",Morgantown
2019-01-01,92.5,WV,"Morgantown, WV",Morgantown
2008-01-01,89.7,WV,"Morgantown, WV",Morgantown
2009-01-01,89.8,WV,"Morgantown, WV",Morgantown
2010-01-01,90.8,WV,"Morgantown, WV",Morgantown
2011-01-01,91.6,WV,"Morgantown, WV",Morgantown
2012-01-01,92.6,WV,"Morgantown, WV",Morgantown
2013-01-01,94.0,WV,"Morgantown, WV",Morgantown
2014-01-01,93.5,WV,"Morgantown, WV",Morgantown
2015-01-01,93.2,WV,"Morgantown, WV",Morgantown
2016-01-01,94.3,WV,"Morgantown, WV",Morgantown
2017-01-01,94.6,WV,"Morgantown, WV",Morgantown
2018-01-01,94.8,WV,"Morgantown, WV",Morgantown
2019-01-01,95.0,WV,"Morgantown, WV",Morgantown
2008-01-01,72.0,WV,"Morgantown, WV",Morgantown
2009-01-01,74.1,WV,"Morgantown, WV",Morgantown
2010-01-01,77.8,WV,"Morgantown, WV",Morgantown
2011-01-01,80.5,WV,"Morgantown, WV",Morgantown
2012-01-01,79.3,WV,"Morgantown, WV",Morgantown
2013-01-01,78.6,WV,"Morgantown, WV",Morgantown
2014-01-01,79.3,WV,"Morgantown, WV",Morgantown
2015-01-01,88.2,WV,"Morgantown, WV",Morgantown
2016-01-01,89.7,WV,"Morgantown, WV",Morgantown
2017-01-01,87.1,WV,"Morgantown, WV",Morgantown
2018-01-01,81.0,WV,"Morgantown, WV",Morgantown
2019-01-01,77.8,WV,"Morgantown, WV",Morgantown
2008-01-01,120.4,CA,"Napa, CA",Napa
2009-01-01,118.7,CA,"Napa, CA",Napa
2010-01-01,118.3,CA,"Napa, CA",Napa
2011-01-01,118.5,CA,"Napa, CA",Napa
2012-01-01,118.6,CA,"Napa, CA",Napa
2013-01-01,119.5,CA,"Napa, CA",Napa
2014-01-01,121.0,CA,"Napa, CA",Napa
2015-01-01,123.6,CA,"Napa, CA",Napa
2016-01-01,122.7,CA,"Napa, CA",Napa
2017-01-01,121.3,CA,"Napa, CA",Napa
2018-01-01,120.8,CA,"Napa, CA",Napa
2019-01-01,120.8,CA,"Napa, CA",Napa
2008-01-01,112.7,CA,"Napa, CA",Napa
2009-01-01,110.1,CA,"Napa, CA",Napa
2010-01-01,108.7,CA,"Napa, CA",Napa
2011-01-01,108.1,CA,"Napa, CA",Napa
2012-01-01,108.6,CA,"Napa, CA",Napa
2013-01-01,109.4,CA,"Napa, CA",Napa
2014-01-01,110.9,CA,"Napa, CA",Napa
2015-01-01,112.1,CA,"Napa, CA",Napa
2016-01-01,110.6,CA,"Napa, CA",Napa
2017-01-01,109.8,CA,"Napa, CA",Napa
2018-01-01,109.5,CA,"Napa, CA",Napa
2019-01-01,109.3,CA,"Napa, CA",Napa
2008-01-01,110.5,CA,"Napa, CA",Napa
2009-01-01,110.1,CA,"Napa, CA",Napa
2010-01-01,109.3,CA,"Napa, CA",Napa
2011-01-01,108.5,CA,"Napa, CA",Napa
2012-01-01,109.5,CA,"Napa, CA",Napa
2013-01-01,109.3,CA,"Napa, CA",Napa
2014-01-01,111.0,CA,"Napa, CA",Napa
2015-01-01,113.3,CA,"Napa, CA",Napa
2016-01-01,112.4,CA,"Napa, CA",Napa
2017-01-01,110.3,CA,"Napa, CA",Napa
2018-01-01,110.5,CA,"Napa, CA",Napa
2019-01-01,110.5,CA,"Napa, CA",Napa
2008-01-01,161.6,CA,"Napa, CA",Napa
2009-01-01,160.2,CA,"Napa, CA",Napa
2010-01-01,158.2,CA,"Napa, CA",Napa
2011-01-01,162.0,CA,"Napa, CA",Napa
2012-01-01,155.5,CA,"Napa, CA",Napa
2013-01-01,158.0,CA,"Napa, CA",Napa
2014-01-01,158.6,CA,"Napa, CA",Napa
2015-01-01,165.5,CA,"Napa, CA",Napa
2016-01-01,163.5,CA,"Napa, CA",Napa
2017-01-01,159.3,CA,"Napa, CA",Napa
2018-01-01,159.5,CA,"Napa, CA",Napa
2019-01-01,166.1,CA,"Napa, CA",Napa
2008-01-01,95.7,NY,"Watertown-Fort Drum, NY",Watertown
2009-01-01,96.3,NY,"Watertown-Fort Drum, NY",Watertown
2010-01-01,97.1,NY,"Watertown-Fort Drum, NY",Watertown
2011-01-01,98.1,NY,"Watertown-Fort Drum, NY",Watertown
2012-01-01,98.5,NY,"Watertown-Fort Drum, NY",Watertown
2013-01-01,99.1,NY,"Watertown-Fort Drum, NY",Watertown
2014-01-01,99.2,NY,"Watertown-Fort Drum, NY",Watertown
2015-01-01,99.3,NY,"Watertown-Fort Drum, NY",Watertown
2016-01-01,98.6,NY,"Watertown-Fort Drum, NY",Watertown
2017-01-01,98.0,NY,"Watertown-Fort Drum, NY",Watertown
2018-01-01,97.6,NY,"Watertown-Fort Drum, NY",Watertown
2019-01-01,96.9,NY,"Watertown-Fort Drum, NY",Watertown
2008-01-01,98.4,NY,"Watertown-Fort Drum, NY",Watertown
2009-01-01,98.2,NY,"Watertown-Fort Drum, NY",Watertown
2010-01-01,97.9,NY,"Watertown-Fort Drum, NY",Watertown
2011-01-01,97.7,NY,"Watertown-Fort Drum, NY",Watertown
2012-01-01,97.9,NY,"Watertown-Fort Drum, NY",Watertown
2013-01-01,98.1,NY,"Watertown-Fort Drum, NY",Watertown
2014-01-01,98.1,NY,"Watertown-Fort Drum, NY",Watertown
2015-01-01,98.1,NY,"Watertown-Fort Drum, NY",Watertown
2016-01-01,98.6,NY,"Watertown-Fort Drum, NY",Watertown
2017-01-01,98.9,NY,"Watertown-Fort Drum, NY",Watertown
2018-01-01,98.9,NY,"Watertown-Fort Drum, NY",Watertown
2019-01-01,98.9,NY,"Watertown-Fort Drum, NY",Watertown
2008-01-01,99.3,NY,"Watertown-Fort Drum, NY",Watertown
2009-01-01,98.8,NY,"Watertown-Fort Drum, NY",Watertown
2010-01-01,97.9,NY,"Watertown-Fort Drum, NY",Watertown
2011-01-01,97.7,NY,"Watertown-Fort Drum, NY",Watertown
2012-01-01,98.0,NY,"Watertown-Fort Drum, NY",Watertown
2013-01-01,98.8,NY,"Watertown-Fort Drum, NY",Watertown
2014-01-01,100.7,NY,"Watertown-Fort Drum, NY",Watertown
2015-01-01,101.8,NY,"Watertown-Fort Drum, NY",Watertown
2016-01-01,100.0,NY,"Watertown-Fort Drum, NY",Watertown
2017-01-01,97.9,NY,"Watertown-Fort Drum, NY",Watertown
2018-01-01,97.9,NY,"Watertown-Fort Drum, NY",Watertown
2019-01-01,97.9,NY,"Watertown-Fort Drum, NY",Watertown
2008-01-01,85.6,NY,"Watertown-Fort Drum, NY",Watertown
2009-01-01,89.5,NY,"Watertown-Fort Drum, NY",Watertown
2010-01-01,94.6,NY,"Watertown-Fort Drum, NY",Watertown
2011-01-01,99.6,NY,"Watertown-Fort Drum, NY",Watertown
2012-01-01,100.5,NY,"Watertown-Fort Drum, NY",Watertown
2013-01-01,101.2,NY,"Watertown-Fort Drum, NY",Watertown
2014-01-01,99.0,NY,"Watertown-Fort Drum, NY",Watertown
2015-01-01,98.2,NY,"Watertown-Fort Drum, NY",Watertown
2016-01-01,96.9,NY,"Watertown-Fort Drum, NY",Watertown
2017-01-01,96.8,NY,"Watertown-Fort Drum, NY",Watertown
2018-01-01,95.4,NY,"Watertown-Fort Drum, NY",Watertown
2019-01-01,92.6,NY,"Watertown-Fort Drum, NY",Watertown
2008-01-01,92.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2009-01-01,92.3,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2010-01-01,93.3,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2011-01-01,92.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2012-01-01,92.6,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2013-01-01,92.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2014-01-01,93.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2015-01-01,94.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2016-01-01,93.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2017-01-01,92.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2018-01-01,92.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2019-01-01,92.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2008-01-01,98.4,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2009-01-01,98.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2010-01-01,97.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2011-01-01,97.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2012-01-01,97.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2013-01-01,98.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2014-01-01,98.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2015-01-01,98.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2016-01-01,98.6,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2017-01-01,98.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2018-01-01,98.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2019-01-01,98.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2008-01-01,99.3,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2009-01-01,98.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2010-01-01,97.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2011-01-01,97.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2012-01-01,98.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2013-01-01,98.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2014-01-01,100.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2015-01-01,101.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2016-01-01,100.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2017-01-01,97.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2018-01-01,97.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2019-01-01,97.9,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2008-01-01,70.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2009-01-01,72.3,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2010-01-01,75.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2011-01-01,73.5,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2012-01-01,74.0,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2013-01-01,73.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2014-01-01,76.1,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2015-01-01,78.8,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2016-01-01,75.2,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2017-01-01,75.3,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2018-01-01,71.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2019-01-01,72.7,PA,"Bloomsburg-Berwick, PA",Bloomsburg
2008-01-01,92.9,ID,"Lewiston, ID-WA",Lewiston
2009-01-01,90.9,ID,"Lewiston, ID-WA",Lewiston
2010-01-01,91.1,ID,"Lewiston, ID-WA",Lewiston
2011-01-01,90.4,ID,"Lewiston, ID-WA",Lewiston
2012-01-01,90.7,ID,"Lewiston, ID-WA",Lewiston
2013-01-01,90.5,ID,"Lewiston, ID-WA",Lewiston
2014-01-01,90.5,ID,"Lewiston, ID-WA",Lewiston
2015-01-01,90.8,ID,"Lewiston, ID-WA",Lewiston
2016-01-01,90.5,ID,"Lewiston, ID-WA",Lewiston
2017-01-01,90.4,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,90.2,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,90.8,ID,"Lewiston, ID-WA",Lewiston
2008-01-01,99.8,ID,"Lewiston, ID-WA",Lewiston
2009-01-01,99.1,ID,"Lewiston, ID-WA",Lewiston
2010-01-01,99.3,ID,"Lewiston, ID-WA",Lewiston
2011-01-01,98.9,ID,"Lewiston, ID-WA",Lewiston
2012-01-01,98.7,ID,"Lewiston, ID-WA",Lewiston
2013-01-01,98.8,ID,"Lewiston, ID-WA",Lewiston
2014-01-01,99.4,ID,"Lewiston, ID-WA",Lewiston
2015-01-01,100.2,ID,"Lewiston, ID-WA",Lewiston
2016-01-01,98.9,ID,"Lewiston, ID-WA",Lewiston
2017-01-01,97.7,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,97.6,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,97.7,ID,"Lewiston, ID-WA",Lewiston
2008-01-01,98.8,ID,"Lewiston, ID-WA",Lewiston
2009-01-01,95.8,ID,"Lewiston, ID-WA",Lewiston
2010-01-01,94.8,ID,"Lewiston, ID-WA",Lewiston
2011-01-01,93.9,ID,"Lewiston, ID-WA",Lewiston
2012-01-01,93.4,ID,"Lewiston, ID-WA",Lewiston
2013-01-01,94.2,ID,"Lewiston, ID-WA",Lewiston
2014-01-01,94.4,ID,"Lewiston, ID-WA",Lewiston
2015-01-01,93.4,ID,"Lewiston, ID-WA",Lewiston
2016-01-01,93.7,ID,"Lewiston, ID-WA",Lewiston
2017-01-01,94.0,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,94.0,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,93.9,ID,"Lewiston, ID-WA",Lewiston
2008-01-01,73.5,ID,"Lewiston, ID-WA",Lewiston
2009-01-01,69.9,ID,"Lewiston, ID-WA",Lewiston
2010-01-01,70.6,ID,"Lewiston, ID-WA",Lewiston
2011-01-01,70.2,ID,"Lewiston, ID-WA",Lewiston
2012-01-01,73.4,ID,"Lewiston, ID-WA",Lewiston
2013-01-01,72.1,ID,"Lewiston, ID-WA",Lewiston
2014-01-01,72.1,ID,"Lewiston, ID-WA",Lewiston
2015-01-01,72.9,ID,"Lewiston, ID-WA",Lewiston
2016-01-01,73.0,ID,"Lewiston, ID-WA",Lewiston
2017-01-01,73.6,ID,"Lewiston, ID-WA",Lewiston
2018-01-01,73.2,ID,"Lewiston, ID-WA",Lewiston
2019-01-01,75.2,ID,"Lewiston, ID-WA",Lewiston
